Time (UTC +02:00 yyyy-MM-dd HH:mm:ss);Frequency (A) (Hz)
2026-05-13 10:24:50;94696,97
2026-05-13 10:24:50;264830,5
2026-05-13 10:24:50;252525,25
2026-05-13 10:24:50;103305,79
2026-05-13 10:24:50;180288,47
2026-05-13 10:24:50;260416,67
2026-05-13 10:24:50;105042,02
2026-05-13 10:24:50;223214,3
2026-05-13 10:24:50;203804,34
2026-05-13 10:24:50;218023,25
2026-05-13 10:24:50;303398,03
2026-05-13 10:24:50;197368,42
2026-05-13 10:24:50;231481,5
2026-05-13 10:24:50;156250,02
2026-05-13 10:24:50;238095,23
2026-05-13 10:24:50;193798,45
2026-05-13 10:24:50;260416,67
2026-05-13 10:24:50;183823,53
2026-05-13 10:24:50;172018,34
2026-05-13 10:24:50;103305,79
2026-05-13 10:24:50;328947,38
2026-05-13 10:24:50;131578,95
2026-05-13 10:24:50;252525,25
2026-05-13 10:24:50;284090,9
2026-05-13 10:24:50;196850,39
2026-05-13 10:24:50;133928,58
2026-05-13 10:24:50;135869,56
2026-05-13 10:24:50;271739,12
2026-05-13 10:24:50;132042,25
2026-05-13 10:24:50;234375
2026-05-13 10:24:50;235849,05
2026-05-13 10:24:50;138888,89
2026-05-13 10:24:50;128865,984
2026-05-13 10:24:50;126262,625
2026-05-13 10:24:50;281954,88
2026-05-13 10:24:50;180288,47
2026-05-13 10:24:50;143348,62
2026-05-13 10:24:50;84459,46
2026-05-13 10:24:50;304878,06
2026-05-13 10:24:50;260416,67
2026-05-13 10:24:50;213675,23
2026-05-13 10:24:50;317796,6
2026-05-13 10:24:50;199468,1
2026-05-13 10:24:50;320512,8
2026-05-13 10:24:50;100806,45
2026-05-13 10:24:50;385802,5
2026-05-13 10:24:50;240384,61
2026-05-13 10:24:50;297619,06
2026-05-13 10:24:50;51652,895
2026-05-13 10:24:50;292056,1
2026-05-13 10:24:50;187969,92
2026-05-13 10:24:50;315656,56
2026-05-13 10:24:50;347222,22
2026-05-13 10:24:50;160256,4
2026-05-13 10:24:50;208333,33
2026-05-13 10:24:50;265957,47
2026-05-13 10:24:50;178571,44
2026-05-13 10:24:50;154321
2026-05-13 10:24:50;235849,08
2026-05-13 10:24:50;161637,92
2026-05-13 10:24:50;163043,48
2026-05-13 10:24:50;113636,37
2026-05-13 10:24:50;107758,62
2026-05-13 10:24:50;104166,664
2026-05-13 10:24:50;267857,16
2026-05-13 10:24:50;203252,05
2026-05-13 10:24:50;NaN
2026-05-13 10:24:50;294811,3
2026-05-13 10:24:50;247524,75
2026-05-13 10:24:50;NaN
2026-05-13 10:24:50;260416,67
2026-05-13 10:24:50;140977,44
2026-05-13 10:24:50;250000
2026-05-13 10:24:50;317029
2026-05-13 10:24:50;147637,8
2026-05-13 10:24:50;125000
2026-05-13 10:24:50;177304,97
2026-05-13 10:24:50;189393,94
2026-05-13 10:24:50;130208,336
2026-05-13 10:24:50;113636,37
2026-05-13 10:24:50;152439,03
2026-05-13 10:24:50;145348,84
2026-05-13 10:24:50;151209,67
2026-05-13 10:24:50;121359,22
2026-05-13 10:24:50;312500
2026-05-13 10:24:50;201612,89
2026-05-13 10:24:50;189393,95
2026-05-13 10:24:50;225903,61
2026-05-13 10:24:50;350467,28
2026-05-13 10:24:50;NaN
2026-05-13 10:24:50;154320,98
2026-05-13 10:24:50;203252,02
2026-05-13 10:24:50;262605,03
2026-05-13 10:24:50;71022,73
2026-05-13 10:24:50;446428,6
2026-05-13 10:24:50;145348,84
2026-05-13 10:24:50;256147,53
2026-05-13 10:24:50;71839,08
2026-05-13 10:24:50;245098,03
2026-05-13 10:24:50;197368,42
2026-05-13 10:24:50;223214,3
2026-05-13 10:24:50;268817,2
2026-05-13 10:24:50;367647,03
2026-05-13 10:24:50;170454,55
2026-05-13 10:24:50;168918,92
2026-05-13 10:24:50;247524,75
2026-05-13 10:24:50;67934,78
2026-05-13 10:24:50;210084,03
2026-05-13 10:24:50;79617,836
2026-05-13 10:24:50;105042,02
2026-05-13 10:24:50;288461,53
2026-05-13 10:24:50;152439,02
2026-05-13 10:24:50;154958,67
2026-05-13 10:24:50;178571,44
2026-05-13 10:24:50;181159,42
2026-05-13 10:24:50;168918,92
2026-05-13 10:24:50;363372,1
2026-05-13 10:24:50;292056,1
2026-05-13 10:24:50;235849,05
2026-05-13 10:24:50;187969,92
2026-05-13 10:24:50;198412,7
2026-05-13 10:24:50;235849,08
2026-05-13 10:24:50;286697,25
2026-05-13 10:24:50;446428,6
2026-05-13 10:24:50;173611,11
2026-05-13 10:24:50;284090,94
2026-05-13 10:24:50;138888,89
2026-05-13 10:24:50;228658,53
2026-05-13 10:24:50;138888,89
2026-05-13 10:24:50;260416,67
2026-05-13 10:24:50;183823,53
2026-05-13 10:24:50;157232,7
2026-05-13 10:24:50;203252,05
2026-05-13 10:24:50;228658,53
2026-05-13 10:24:50;101626,02
2026-05-13 10:24:50;140449,44
2026-05-13 10:24:50;271739,12
2026-05-13 10:24:50;208333,33
2026-05-13 10:24:50;173611,11
2026-05-13 10:24:50;168918,92
2026-05-13 10:24:50;208333,33
2026-05-13 10:24:50;170454,55
2026-05-13 10:24:50;135869,56
2026-05-13 10:24:50;226449,27
2026-05-13 10:24:50;148809,52
2026-05-13 10:24:50;303398,03
2026-05-13 10:24:50;277777,78
2026-05-13 10:24:50;132978,72
2026-05-13 10:24:50;165562,9
2026-05-13 10:24:50;145348,84
2026-05-13 10:24:50;178571,44
2026-05-13 10:24:50;139925,38
2026-05-13 10:24:50;284090,94
2026-05-13 10:24:50;91911,766
2026-05-13 10:24:50;247524,75
2026-05-13 10:24:50;360576,94
2026-05-13 10:24:50;190355,33
2026-05-13 10:24:50;150000
2026-05-13 10:24:50;176056,34
2026-05-13 10:24:50;171232,88
2026-05-13 10:24:50;203804,34
2026-05-13 10:24:50;116822,42
2026-05-13 10:24:50;176886,8
2026-05-13 10:24:50;206043,95
2026-05-13 10:24:50;138888,89
2026-05-13 10:24:50;159235,67
2026-05-13 10:24:50;238095,23
2026-05-13 10:24:50;277777,78
2026-05-13 10:24:50;347222,22
2026-05-13 10:24:50;120192,305
2026-05-13 10:24:50;180288,47
2026-05-13 10:24:50;294811,3
2026-05-13 10:24:50;252525,25
2026-05-13 10:24:50;150602,4
2026-05-13 10:24:50;170454,53
2026-05-13 10:24:50;118670,88
2026-05-13 10:24:50;NaN
2026-05-13 10:24:50;189393,94
2026-05-13 10:24:50;195312,5
2026-05-13 10:24:50;195312,5
2026-05-13 10:24:50;180288,47
2026-05-13 10:24:50;201612,9
2026-05-13 10:24:50;395569,66
2026-05-13 10:24:50;178571,44
2026-05-13 10:24:51;167785,25
2026-05-13 10:24:51;247524,75
2026-05-13 10:24:51;213675,2
2026-05-13 10:24:51;165562,92
2026-05-13 10:24:51;134892,08
2026-05-13 10:24:51;219298,25
2026-05-13 10:24:51;225903,61
2026-05-13 10:24:51;186567,17
2026-05-13 10:24:51;126262,625
2026-05-13 10:24:51;208333,33
2026-05-13 10:24:51;108695,664
2026-05-13 10:24:51;210674,17
2026-05-13 10:24:51;228658,53
2026-05-13 10:24:51;286697,25
2026-05-13 10:24:51;309405,94
2026-05-13 10:24:51;160256,4
2026-05-13 10:24:51;176886,8
2026-05-13 10:24:51;160256,4
2026-05-13 10:24:51;NaN
2026-05-13 10:24:51;352112,7
2026-05-13 10:24:51;228658,53
2026-05-13 10:24:51;64432,992
2026-05-13 10:24:51;256849,3
2026-05-13 10:24:51;284090,94
2026-05-13 10:24:51;193298,97
2026-05-13 10:24:51;213068,19
2026-05-13 10:24:51;165929,2
2026-05-13 10:24:51;111607,15
2026-05-13 10:24:51;129132,234
2026-05-13 10:24:51;240384,61
2026-05-13 10:24:51;170068,03
2026-05-13 10:24:51;116822,42
2026-05-13 10:24:51;240384,61
2026-05-13 10:24:51;135869,56
2026-05-13 10:24:51;250000
2026-05-13 10:24:51;223214,3
2026-05-13 10:24:51;264084,5
2026-05-13 10:24:51;225903,61
2026-05-13 10:24:51;235849,05
2026-05-13 10:24:51;173611,11
2026-05-13 10:24:51;220588,25
2026-05-13 10:24:51;219298,25
2026-05-13 10:24:51;220588,25
2026-05-13 10:24:51;187969,92
2026-05-13 10:24:51;211864,4
2026-05-13 10:24:51;143678,16
2026-05-13 10:24:51;191326,52
2026-05-13 10:24:51;195312,5
2026-05-13 10:24:51;160256,4
2026-05-13 10:24:51;206043,95
2026-05-13 10:24:51;NaN
2026-05-13 10:24:51;134408,61
2026-05-13 10:24:51;245098,06
2026-05-13 10:24:51;160256,4
2026-05-13 10:24:51;235849,08
2026-05-13 10:24:51;186567,17
2026-05-13 10:24:51;138888,89
2026-05-13 10:24:51;85616,445
2026-05-13 10:24:51;164473,69
2026-05-13 10:24:51;145348,84
2026-05-13 10:24:51;195312,5
2026-05-13 10:24:51;287356,3
2026-05-13 10:24:51;166666,67
2026-05-13 10:24:51;181159,42
2026-05-13 10:24:51;112951,805
2026-05-13 10:24:51;382653,03
2026-05-13 10:24:51;130208,336
2026-05-13 10:24:51;110619,47
2026-05-13 10:24:51;221238,94
2026-05-13 10:24:51;143678,16
2026-05-13 10:24:51;265957,44
2026-05-13 10:24:51;213675,2
2026-05-13 10:24:51;262605,03
2026-05-13 10:24:51;145348,84
2026-05-13 10:24:51;156250
2026-05-13 10:24:51;166666,66
2026-05-13 10:24:51;122549,016
2026-05-13 10:24:51;154320,98
2026-05-13 10:24:51;99206,35
2026-05-13 10:24:51;223214,3
2026-05-13 10:24:51;199468,1
2026-05-13 10:24:51;223214,3
2026-05-13 10:24:51;160256,4
2026-05-13 10:24:51;NaN
2026-05-13 10:24:51;105932,2
2026-05-13 10:24:51;262605,03
2026-05-13 10:24:51;260416,67
2026-05-13 10:24:51;134892,08
2026-05-13 10:24:51;172651,94
2026-05-13 10:24:51;58962,26
2026-05-13 10:24:51;347222,22
2026-05-13 10:24:51;191326,55
2026-05-13 10:24:51;105932,2
2026-05-13 10:24:51;172018,34
2026-05-13 10:24:51;142045,45
2026-05-13 10:24:51;315656,56
2026-05-13 10:24:51;160256,4
2026-05-13 10:24:51;206611,58
2026-05-13 10:24:51;201612,89
2026-05-13 10:24:51;240384,61
2026-05-13 10:24:51;163043,47
2026-05-13 10:24:51;257731,97
2026-05-13 10:24:51;137362,64
2026-05-13 10:24:51;160256,4
2026-05-13 10:24:51;215517,23
2026-05-13 10:24:51;131578,95
2026-05-13 10:24:51;137867,64
2026-05-13 10:24:51;140449,44
2026-05-13 10:24:51;186567,16
2026-05-13 10:24:51;337837,84
2026-05-13 10:24:51;340909,1
2026-05-13 10:24:51;190548,78
2026-05-13 10:24:51;271739,12
2026-05-13 10:24:51;250000
2026-05-13 10:24:51;352112,7
2026-05-13 10:24:51;215517,23
2026-05-13 10:24:51;203252,05
2026-05-13 10:24:51;234375
2026-05-13 10:24:51;160256,4
2026-05-13 10:24:51;219298,25
2026-05-13 10:24:51;353773,6
2026-05-13 10:24:51;178571,44
2026-05-13 10:24:51;70224,72
2026-05-13 10:24:51;225903,61
2026-05-13 10:24:51;367647,06
2026-05-13 10:24:51;240384,61
2026-05-13 10:24:51;208333,34
2026-05-13 10:24:51;105932,2
2026-05-13 10:24:51;172018,34
2026-05-13 10:24:51;290697,7
2026-05-13 10:24:51;260416,67
2026-05-13 10:24:51;168918,92
2026-05-13 10:24:51;206043,95
2026-05-13 10:24:51;240384,61
2026-05-13 10:24:51;223214,3
2026-05-13 10:24:51;297619,03
2026-05-13 10:24:51;315656,56
2026-05-13 10:24:51;161082,48
2026-05-13 10:24:51;127551,02
2026-05-13 10:24:51;135869,56
2026-05-13 10:24:51;193798,45
2026-05-13 10:24:51;245098,03
2026-05-13 10:24:51;255102,05
2026-05-13 10:24:51;168918,92
2026-05-13 10:24:51;147058,83
2026-05-13 10:24:51;122549,016
2026-05-13 10:24:51;267094,03
2026-05-13 10:24:51;156250
2026-05-13 10:24:51;113636,37
2026-05-13 10:24:51;217391,3
2026-05-13 10:24:51;135869,58
2026-05-13 10:24:51;269396,56
2026-05-13 10:24:51;72674,42
2026-05-13 10:24:51;243506,5
2026-05-13 10:24:51;180288,47
2026-05-13 10:24:51;120192,305
2026-05-13 10:24:51;340909,1
2026-05-13 10:24:51;223214,27
2026-05-13 10:24:51;193298,97
2026-05-13 10:24:51;114678,91
2026-05-13 10:24:51;163043,48
2026-05-13 10:24:51;208333,33
2026-05-13 10:24:51;187500
2026-05-13 10:24:51;284090,9
2026-05-13 10:24:51;173611,11
2026-05-13 10:24:51;NaN
2026-05-13 10:24:51;277777,78
2026-05-13 10:24:51;257731,97
2026-05-13 10:24:51;158898,31
2026-05-13 10:24:51;206043,95
2026-05-13 10:24:51;109649,125
2026-05-13 10:24:51;267094,03
2026-05-13 10:24:51;200000
2026-05-13 10:24:51;176886,8
2026-05-13 10:24:51;147637,8
2026-05-13 10:24:51;69444,445
2026-05-13 10:24:51;262605,03
2026-05-13 10:24:51;167410,72
2026-05-13 10:24:51;100806,445
2026-05-13 10:24:51;193298,97
2026-05-13 10:24:51;157563,03
2026-05-13 10:24:51;312500,03
2026-05-13 10:24:51;52083,332
2026-05-13 10:24:51;279017,88
2026-05-13 10:24:51;363372,1
2026-05-13 10:24:51;156250
2026-05-13 10:24:51;142045,47
2026-05-13 10:24:51;307377,06
2026-05-13 10:24:51;201612,89
2026-05-13 10:24:51;203804,34
2026-05-13 10:24:51;150602,4
2026-05-13 10:24:51;186567,16
2026-05-13 10:24:51;95419,84
2026-05-13 10:24:51;198412,7
2026-05-13 10:24:51;206043,95
2026-05-13 10:24:51;411184,22
2026-05-13 10:24:51;223214,3
2026-05-13 10:24:51;198412,7
2026-05-13 10:24:51;347222,22
2026-05-13 10:24:51;91911,766
2026-05-13 10:24:51;189393,95
2026-05-13 10:24:51;145348,84
2026-05-13 10:24:51;178571,44
2026-05-13 10:24:51;333969,47
2026-05-13 10:24:51;367647,06
2026-05-13 10:24:51;121359,22
2026-05-13 10:24:51;77639,75
2026-05-13 10:24:51;367647,06
2026-05-13 10:24:51;127551,02
2026-05-13 10:24:51;219298,25
2026-05-13 10:24:51;225903,61
2026-05-13 10:24:51;158898,31
2026-05-13 10:24:51;178571,44
2026-05-13 10:24:51;144230,77
2026-05-13 10:24:51;208333,34
2026-05-13 10:24:51;180288,47
2026-05-13 10:24:51;196335,1
2026-05-13 10:24:51;250000
2026-05-13 10:24:51;269396,53
2026-05-13 10:24:51;215517,23
2026-05-13 10:24:51;175233,64
2026-05-13 10:24:51;264830,53
2026-05-13 10:24:51;375000
2026-05-13 10:24:51;187500
2026-05-13 10:24:51;195312,5
2026-05-13 10:24:51;173611,12
2026-05-13 10:24:51;375000
2026-05-13 10:24:51;240384,64
2026-05-13 10:24:51;306372,53
2026-05-13 10:24:51;446428,6
2026-05-13 10:24:52;200320,52
2026-05-13 10:24:52;164473,69
2026-05-13 10:24:52;106837,6
2026-05-13 10:24:52;227272,73
2026-05-13 10:24:52;234962,4
2026-05-13 10:24:52;120192,305
2026-05-13 10:24:52;231481,47
2026-05-13 10:24:52;195312,5
2026-05-13 10:24:52;138888,89
2026-05-13 10:24:52;218023,25
2026-05-13 10:24:52;125000
2026-05-13 10:24:52;90579,71
2026-05-13 10:24:52;138121,55
2026-05-13 10:24:52;199468,08
2026-05-13 10:24:52;175233,64
2026-05-13 10:24:52;81699,35
2026-05-13 10:24:52;68681,32
2026-05-13 10:24:52;171232,88
2026-05-13 10:24:52;97656,25
2026-05-13 10:24:52;208333,33
2026-05-13 10:24:52;306372,53
2026-05-13 10:24:52;208333,33
2026-05-13 10:24:52;114678,91
2026-05-13 10:24:52;156250
2026-05-13 10:24:52;320512,8
2026-05-13 10:24:52;208333,33
2026-05-13 10:24:52;123762,375
2026-05-13 10:24:52;306372,53
2026-05-13 10:24:52;79113,92
2026-05-13 10:24:52;363372,1
2026-05-13 10:24:52;201612,9
2026-05-13 10:24:52;95177,664
2026-05-13 10:24:52;164473,69
2026-05-13 10:24:52;NaN
2026-05-13 10:24:52;312500,03
2026-05-13 10:24:52;256147,53
2026-05-13 10:24:52;NaN
2026-05-13 10:24:52;158227,84
2026-05-13 10:24:52;162337,67
2026-05-13 10:24:52;231481,5
2026-05-13 10:24:52;128865,984
2026-05-13 10:24:52;135869,56
2026-05-13 10:24:52;206953,66
2026-05-13 10:24:52;271739,12
2026-05-13 10:24:52;229357,78
2026-05-13 10:24:52;101626,02
2026-05-13 10:24:52;236742,44
2026-05-13 10:24:52;175233,64
2026-05-13 10:24:52;107758,62
2026-05-13 10:24:52;119047,62
2026-05-13 10:24:52;373134,34
2026-05-13 10:24:52;301204,8
2026-05-13 10:24:52;185643,56
2026-05-13 10:24:52;367647,03
2026-05-13 10:24:52;342465,75
2026-05-13 10:24:52;97656,25
2026-05-13 10:24:52;297619,06
2026-05-13 10:24:52;92592,586
2026-05-13 10:24:52;178571,44
2026-05-13 10:24:52;74850,3
2026-05-13 10:24:52;213675,2
2026-05-13 10:24:52;231481,5
2026-05-13 10:24:52;104166,664
2026-05-13 10:24:52;147637,8
2026-05-13 10:24:52;92592,586
2026-05-13 10:24:52;275735,28
2026-05-13 10:24:52;245098,03
2026-05-13 10:24:52;152439,03
2026-05-13 10:24:52;148809,53
2026-05-13 10:24:52;NaN
2026-05-13 10:24:52;242718,44
2026-05-13 10:24:52;52521,008
2026-05-13 10:24:52;178571,44
2026-05-13 10:24:52;157035,17
2026-05-13 10:24:52;197368,42
2026-05-13 10:24:52;201612,9
2026-05-13 10:24:52;157035,17
2026-05-13 10:24:52;292056,1
2026-05-13 10:24:52;223214,3
2026-05-13 10:24:52;223214,3
2026-05-13 10:24:52;312500
2026-05-13 10:24:52;286697,25
2026-05-13 10:24:52;150602,4
2026-05-13 10:24:52;88028,17
2026-05-13 10:24:52;120192,32
2026-05-13 10:24:52;130208,336
2026-05-13 10:24:52;208333,34
2026-05-13 10:24:52;382653,03
2026-05-13 10:24:52;171232,88
2026-05-13 10:24:52;178571,44
2026-05-13 10:24:52;77160,5
2026-05-13 10:24:52;183823,52
2026-05-13 10:24:52;297619,06
2026-05-13 10:24:52;193798,45
2026-05-13 10:24:52;178571,44
2026-05-13 10:24:52;375000
2026-05-13 10:24:52;121753,25
2026-05-13 10:24:52;189393,94
2026-05-13 10:24:52;168918,92
2026-05-13 10:24:52;276548,7
2026-05-13 10:24:52;153186,27
2026-05-13 10:24:52;337837,84
2026-05-13 10:24:52;79113,92
2026-05-13 10:24:52;231481,47
2026-05-13 10:24:52;220588,22
2026-05-13 10:24:52;236742,44
2026-05-13 10:24:52;271739,12
2026-05-13 10:24:52;NaN
2026-05-13 10:24:52;157232,7
2026-05-13 10:24:52;160256,4
2026-05-13 10:24:52;217013,89
2026-05-13 10:24:52;312500,03
2026-05-13 10:24:52;128424,664
2026-05-13 10:24:52;135869,56
2026-05-13 10:24:52;173611,11
2026-05-13 10:24:52;138888,89
2026-05-13 10:24:52;192307,69
2026-05-13 10:24:52;279850,75
2026-05-13 10:24:52;140977,45
2026-05-13 10:24:52;284090,9
2026-05-13 10:24:52;196850,39
2026-05-13 10:24:52;373134,3
2026-05-13 10:24:52;192307,7
2026-05-13 10:24:52;242718,44
2026-05-13 10:24:52;NaN
2026-05-13 10:24:52;94696,97
2026-05-13 10:24:52;198412,7
2026-05-13 10:24:52;337837,84
2026-05-13 10:24:52;235849,08
2026-05-13 10:24:52;322164,97
2026-05-13 10:24:52;201612,92
2026-05-13 10:24:52;183823,52
2026-05-13 10:24:52;181159,42
2026-05-13 10:24:52;166666,66
2026-05-13 10:24:52;158227,84
2026-05-13 10:24:52;127551,02
2026-05-13 10:24:52;363372,1
2026-05-13 10:24:52;153688,53
2026-05-13 10:24:52;195312,5
2026-05-13 10:24:52;191326,55
2026-05-13 10:24:52;229357,81
2026-05-13 10:24:52;367647,06
2026-05-13 10:24:52;199468,1
2026-05-13 10:24:52;118670,88
2026-05-13 10:24:52;201612,9
2026-05-13 10:24:52;225903,61
2026-05-13 10:24:52;164473,69
2026-05-13 10:24:52;248344,39
2026-05-13 10:24:52;125000
2026-05-13 10:24:52;210084,05
2026-05-13 10:24:52;416666,66
2026-05-13 10:24:52;116459,625
2026-05-13 10:24:52;223214,3
2026-05-13 10:24:52;227272,73
2026-05-13 10:24:52;359195,38
2026-05-13 10:24:52;242718,44
2026-05-13 10:24:52;150602,4
2026-05-13 10:24:52;127551,02
2026-05-13 10:24:52;78125,01
2026-05-13 10:24:52;123762,375
2026-05-13 10:24:52;267857,12
2026-05-13 10:24:52;183823,52
2026-05-13 10:24:52;328947,38
2026-05-13 10:24:52;143678,16
2026-05-13 10:24:52;115030,68
2026-05-13 10:24:52;187500,02
2026-05-13 10:24:52;204918,02
2026-05-13 10:24:52;227272,73
2026-05-13 10:24:52;120967,74
2026-05-13 10:24:52;121359,22
2026-05-13 10:24:52;128865,984
2026-05-13 10:24:52;142045,47
2026-05-13 10:24:52;265957,47
2026-05-13 10:24:52;140449,44
2026-05-13 10:24:52;163398,7
2026-05-13 10:24:52;186567,16
2026-05-13 10:24:52;158227,84
2026-05-13 10:24:52;197368,42
2026-05-13 10:24:52;255102,05
2026-05-13 10:24:52;247524,75
2026-05-13 10:24:52;164473,69
2026-05-13 10:24:52;56818,184
2026-05-13 10:24:52;260416,67
2026-05-13 10:24:52;128424,65
2026-05-13 10:24:52;185643,56
2026-05-13 10:24:52;233644,84
2026-05-13 10:24:52;375000
2026-05-13 10:24:52;91240,875
2026-05-13 10:24:52;NaN
2026-05-13 10:24:52;185185,17
2026-05-13 10:24:52;152439,02
2026-05-13 10:24:52;211864,42
2026-05-13 10:24:52;280898,88
2026-05-13 10:24:52;163043,47
2026-05-13 10:24:52;119047,62
2026-05-13 10:24:52;78616,35
2026-05-13 10:24:52;225903,61
2026-05-13 10:24:52;304878,06
2026-05-13 10:24:52;103591,164
2026-05-13 10:24:52;NaN
2026-05-13 10:24:52;284090,9
2026-05-13 10:24:52;187969,92
2026-05-13 10:24:52;252525,25
2026-05-13 10:24:52;142045,45
2026-05-13 10:24:52;260416,67
2026-05-13 10:24:52;403225,8
2026-05-13 10:24:52;105932,2
2026-05-13 10:24:52;255102,05
2026-05-13 10:24:52;150602,4
2026-05-13 10:24:52;235849,08
2026-05-13 10:24:52;274122,8
2026-05-13 10:24:52;111607,15
2026-05-13 10:24:52;84459,46
2026-05-13 10:24:52;231481,5
2026-05-13 10:24:52;112951,805
2026-05-13 10:24:52;228658,55
2026-05-13 10:24:52;240384,61
2026-05-13 10:24:52;103305,79
2026-05-13 10:24:52;367647,06
2026-05-13 10:24:52;284090,9
2026-05-13 10:24:52;189393,94
2026-05-13 10:24:52;88028,17
2026-05-13 10:24:52;195312,5
2026-05-13 10:24:52;166666,67
2026-05-13 10:24:52;250000
2026-05-13 10:24:52;130208,336
2026-05-13 10:24:52;390625
2026-05-13 10:24:53;193298,97
2026-05-13 10:24:53;265957,47
2026-05-13 10:24:53;234375
2026-05-13 10:24:53;118483,414
2026-05-13 10:24:53;294117,66
2026-05-13 10:24:53;198412,7
2026-05-13 10:24:53;121359,22
2026-05-13 10:24:53;111607,15
2026-05-13 10:24:53;122549,016
2026-05-13 10:24:53;178571,44
2026-05-13 10:24:53;69444,445
2026-05-13 10:24:53;161290,33
2026-05-13 10:24:53;NaN
2026-05-13 10:24:53;186567,17
2026-05-13 10:24:53;240384,64
2026-05-13 10:24:53;235849,05
2026-05-13 10:24:53;203804,34
2026-05-13 10:24:53;164473,69
2026-05-13 10:24:53;248015,86
2026-05-13 10:24:53;229779,42
2026-05-13 10:24:53;284090,9
2026-05-13 10:24:53;117924,54
2026-05-13 10:24:53;123762,375
2026-05-13 10:24:53;73529,414
2026-05-13 10:24:53;77160,5
2026-05-13 10:24:53;140977,44
2026-05-13 10:24:53;152439,03
2026-05-13 10:24:53;157232,7
2026-05-13 10:24:53;238549,61
2026-05-13 10:24:53;120192,32
2026-05-13 10:24:53;215517,23
2026-05-13 10:24:53;347222,22
2026-05-13 10:24:53;91240,875
2026-05-13 10:24:53;258264,47
2026-05-13 10:24:53;122549,016
2026-05-13 10:24:53;185185,17
2026-05-13 10:24:53;102459,01
2026-05-13 10:24:53;213068,19
2026-05-13 10:24:53;182038,83
2026-05-13 10:24:53;96153,84
2026-05-13 10:24:53;363372,1
2026-05-13 10:24:53;83333,33
2026-05-13 10:24:53;185643,56
2026-05-13 10:24:53;206611,58
2026-05-13 10:24:53;114678,89
2026-05-13 10:24:53;256147,53
2026-05-13 10:24:53;240384,61
2026-05-13 10:24:53;152439,03
2026-05-13 10:24:53;185185,17
2026-05-13 10:24:53;258264,47
2026-05-13 10:24:53;287356,3
2026-05-13 10:24:53;91240,875
2026-05-13 10:24:53;352112,7
2026-05-13 10:24:53;160256,4
2026-05-13 10:24:53;189393,95
2026-05-13 10:24:53;344036,7
2026-05-13 10:24:53;324675,3
2026-05-13 10:24:53;245098,03
2026-05-13 10:24:53;201612,89
2026-05-13 10:24:53;360576,94
2026-05-13 10:24:53;148809,52
2026-05-13 10:24:53;122549,016
2026-05-13 10:24:53;156250
2026-05-13 10:24:53;260416,67
2026-05-13 10:24:53;208333,33
2026-05-13 10:24:53;258264,47
2026-05-13 10:24:53;340909,06
2026-05-13 10:24:53;101902,17
2026-05-13 10:24:53;125000
2026-05-13 10:24:53;300480,75
2026-05-13 10:24:53;138888,89
2026-05-13 10:24:53;143678,16
2026-05-13 10:24:53;204918,02
2026-05-13 10:24:53;131118,89
2026-05-13 10:24:53;238095,23
2026-05-13 10:24:53;220588,22
2026-05-13 10:24:53;234374,98
2026-05-13 10:24:53;284090,9
2026-05-13 10:24:53;150966,19
2026-05-13 10:24:53;192307,69
2026-05-13 10:24:53;220588,22
2026-05-13 10:24:53;240384,61
2026-05-13 10:24:53;116822,44
2026-05-13 10:24:53;256849,33
2026-05-13 10:24:53;223214,3
2026-05-13 10:24:53;288461,53
2026-05-13 10:24:53;287356,3
2026-05-13 10:24:53;242718,44
2026-05-13 10:24:53;240384,64
2026-05-13 10:24:53;81699,35
2026-05-13 10:24:53;174825,19
2026-05-13 10:24:53;320512,8
2026-05-13 10:24:53;245098,03
2026-05-13 10:24:53;173611,11
2026-05-13 10:24:53;147058,83
2026-05-13 10:24:53;208333,33
2026-05-13 10:24:53;187500
2026-05-13 10:24:53;171232,89
2026-05-13 10:24:53;210674,17
2026-05-13 10:24:53;84459,46
2026-05-13 10:24:53;160256,4
2026-05-13 10:24:53;167410,72
2026-05-13 10:24:53;260416,67
2026-05-13 10:24:53;166223,4
2026-05-13 10:24:53;106534,09
2026-05-13 10:24:53;107142,85
2026-05-13 10:24:53;150602,4
2026-05-13 10:24:53;164473,67
2026-05-13 10:24:53;145348,84
2026-05-13 10:24:53;218023,25
2026-05-13 10:24:53;292056,1
2026-05-13 10:24:53;250000
2026-05-13 10:24:53;218023,27
2026-05-13 10:24:53;215517,23
2026-05-13 10:24:53;193798,45
2026-05-13 10:24:53;186567,16
2026-05-13 10:24:53;150602,4
2026-05-13 10:24:53;104166,664
2026-05-13 10:24:53;149700,61
2026-05-13 10:24:53;107758,62
2026-05-13 10:24:53;337837,84
2026-05-13 10:24:53;238853,52
2026-05-13 10:24:53;288461,53
2026-05-13 10:24:53;177304,97
2026-05-13 10:24:53;122549,016
2026-05-13 10:24:53;238095,23
2026-05-13 10:24:53;125838,93
2026-05-13 10:24:53;210674,17
2026-05-13 10:24:53;223214,3
2026-05-13 10:24:53;213675,2
2026-05-13 10:24:53;203804,34
2026-05-13 10:24:53;229357,78
2026-05-13 10:24:53;185185,17
2026-05-13 10:24:53;231481,5
2026-05-13 10:24:53;176886,8
2026-05-13 10:24:53;201612,9
2026-05-13 10:24:53;125000
2026-05-13 10:24:53;177304,97
